,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
681,33.0,seeing someone,f,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,Yes,3
687,41.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,Yes,1
689,25.0,single,m,thin,socially,193.04,Only_Dog,Active_working,Graduate_Degree,atheism,Virgo,No,4
691,30.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,catholicism,Pisces,No,4
693,29.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,judaism,Libra,No,3
699,43.0,married,f,full_figured,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,No,0
702,38.0,single,f,curvy,often,170.18,Only_Cat,Active_working,Graduate_Degree,atheism,Gemini,Yes,2
703,26.0,single,f,a_little_extra,socially,182.88,Only_Dog,Active_working,Graduate_Degree,christianity,Libra,Yes,4
709,29.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,4
711,36.0,single,m,a_little_extra,not at all,170.18,Likes_Boths,Active_working,Graduate_Degree,catholicism,Sagittarius,Yes,3
715,22.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,Yes,3
716,39.0,seeing someone,m,average,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,christianity,Virgo,No,1
719,26.0,single,m,average,very often,187.96,Only_Cat,Active_working,High_School,agnosticism,Scorpio,Yes,4
726,35.0,single,m,fit,often,170.18,Only_Dog,Active_working,Graduate_Degree,other,Taurus,Yes,3
727,27.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,No,4
730,33.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,catholicism,Capricorn,No,2
732,32.0,single,m,average,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,catholicism,Scorpio,No,3
736,31.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,other,Libra,Yes,3
738,22.0,single,m,athletic,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,Yes,3
740,23.0,single,f,full_figured,not at all,177.8,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,3
743,47.0,single,m,fit,often,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,atheism,Libra,No,1
744,39.0,single,f,average,socially,152.4,Only_Dog,Active_working,High_School,catholicism,Gemini,No,2
745,26.0,single,f,athletic,socially,177.8,Likes_Boths,Student,Postgraduate_degree,agnosticism,Sagittarius,No,3
746,34.0,single,f,fit,socially,162.56,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Aries,Yes,2
749,50.0,single,m,average,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,christianity,Aquarius,No,0
750,30.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,other,Capricorn,No,3
753,38.0,single,f,curvy,rarely,172.72,Likes_Boths,Active_working,Graduate_Degree,christianity,Gemini,No,2
755,24.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,Yes,4
764,23.0,single,m,average,often,172.72,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,3
765,26.0,single,m,a_little_extra,socially,187.96,Only_Dog,Active_working,High_School,other,Pisces,No,4
774,23.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,High_School,judaism,Leo,Yes,4
776,22.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,judaism,Aries,No,3
777,27.0,single,m,average,often,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,Yes,4
778,25.0,single,m,fit,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,catholicism,Capricorn,Yes,3
779,26.0,single,m,average,not at all,172.72,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,3
781,35.0,single,f,curvy,socially,152.4,Don't_Like_it,Active_working,Graduate_Degree,agnosticism,Leo,No,2
783,24.0,single,m,athletic,socially,187.96,Only_Dog,Active_working,Graduate_Degree,catholicism,Cancer,No,4
785,26.0,single,f,skinny,socially,182.88,Likes_Boths,Active_working,High_School,other,Cancer,Yes,4
789,36.0,single,f,average,socially,162.56,Only_Dog,Student,Postgraduate_degree,catholicism,Aries,No,2
795,31.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,christianity,Virgo,No,4
798,21.0,single,m,athletic,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,christianity,Aries,Yes,3
800,31.0,single,m,athletic,desperately,175.26,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,3
801,21.0,single,f,fit,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,2
806,42.0,single,m,thin,socially,182.88,Only_Dog,Active_working,Graduate_Degree,agnosticism,Taurus,No,1
808,53.0,single,f,fit,socially,172.72,Only_Cat,Active_working,Graduate_Degree,other,Taurus,No,0
813,29.0,single,m,a_little_extra,socially,182.88,Only_Dog,Active_working,High_School,catholicism,Pisces,No,4
817,35.0,single,m,average,rarely,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,No,4
821,30.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,4
822,34.0,single,f,athletic,often,172.72,Likes_Boths,Active_working,Postgraduate_degree,other,Scorpio,No,3
823,30.0,single,m,thin,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Cancer,No,4
824,25.0,available,m,average,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,atheism,Scorpio,No,4
826,20.0,single,m,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,Yes,3
831,23.0,single,m,thin,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,Yes,3
838,28.0,single,f,curvy,rarely,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,2
847,44.0,single,m,fit,socially,175.26,Only_Cat,Active_working,Graduate_Degree,atheism,Aquarius,No,1
848,48.0,single,f,curvy,socially,165.1,Only_Dog,Active_working,Graduate_Degree,other,Aries,No,0
850,28.0,single,f,a_little_extra,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,2
855,36.0,single,m,average,socially,170.18,Only_Dog,Active_working,Graduate_Degree,judaism,Taurus,No,3
857,39.0,single,m,fit,socially,172.72,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aquarius,No,1
858,32.0,single,m,thin,often,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,Yes,4
864,30.0,single,m,thin,socially,177.8,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Gemini,No,3
866,26.0,available,m,fit,rarely,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Virgo,No,3
869,24.0,single,m,average,very often,172.72,Likes_Boths,Active_working,Graduate_Degree,atheism,Virgo,Yes,3
872,29.0,single,f,full_figured,rarely,162.56,Only_Dog,Active_working,Graduate_Degree,other,Aquarius,Yes,2
875,21.0,single,f,skinny,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,No,2
877,32.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Pisces,Yes,4
879,28.0,single,m,skinny,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,No,4
884,36.0,single,m,fit,not at all,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,other,Scorpio,No,1
892,33.0,single,m,used_up,often,177.8,Only_Dog,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,3
893,29.0,single,f,a_little_extra,not at all,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,No,2
894,27.0,seeing someone,f,curvy,often,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,Yes,2
895,25.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,christianity,Sagittarius,No,2
900,21.0,single,f,curvy,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,2
905,38.0,single,f,curvy,socially,165.1,Likes_Boths,Active_working,Postgraduate_degree,judaism,Scorpio,No,2
909,23.0,single,f,fit,rarely,148.59000000000003,Likes_Boths,Active_working,Graduate_Degree,judaism,Aries,No,2
910,45.0,single,f,average,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,christianity,Scorpio,No,0
914,37.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,1
915,34.0,single,f,average,socially,162.56,Likes_Boths,Active_working,High_School,agnosticism,Taurus,No,2
919,22.0,single,f,average,not at all,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,No,2
920,36.0,seeing someone,m,average,rarely,177.8,Likes_Boths,Active_working,Postgraduate_degree,atheism,Sagittarius,Yes,3
931,27.0,single,m,average,often,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Aries,No,2
934,34.0,single,m,curvy,socially,172.72,Only_Cat,Active_working,Postgraduate_degree,atheism,Gemini,No,3
935,40.0,single,m,average,rarely,177.8,Likes_Boths,Active_working,Graduate_Degree,christianity,Gemini,No,1
942,31.0,single,m,thin,often,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,Yes,4
950,28.0,single,m,thin,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,3
952,26.0,single,f,thin,socially,172.72,Only_Dog,Active_working,Graduate_Degree,agnosticism,Leo,Yes,3
953,23.0,single,f,skinny,socially,154.94,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,2
957,30.0,single,m,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,No,3
967,28.0,single,m,athletic,not at all,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,Yes,4
969,21.0,single,f,thin,socially,152.4,Likes_Boths,Active_working,Postgraduate_degree,atheism,Aries,No,2
973,37.0,single,m,average,socially,182.88,Only_Dog,Active_working,Graduate_Degree,catholicism,Leo,Yes,1
974,32.0,seeing someone,m,a_little_extra,socially,180.34,Only_Dog,Active_working,Graduate_Degree,atheism,Leo,No,4
977,24.0,single,f,average,socially,165.1,Likes_Boths,Student,Postgraduate_degree,catholicism,Scorpio,No,2
980,43.0,single,m,athletic,rarely,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,No,1
981,27.0,seeing someone,f,full_figured,rarely,167.64000000000001,Likes_Boths,Student,Postgraduate_degree,atheism,Virgo,No,2
984,30.0,single,f,curvy,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,judaism,Aries,No,2
986,29.0,single,f,thin,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
987,22.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,Yes,2
991,31.0,single,f,curvy,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,3
992,22.0,single,f,average,rarely,154.94,Only_Dog,Active_working,High_School,catholicism,Aries,No,2
994,30.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,No,4
995,26.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Graduate_Degree,christianity,Pisces,No,4
996,40.0,seeing someone,m,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,3
998,34.0,single,f,fit,often,172.72,Only_Dog,Active_working,Postgraduate_degree,other,Taurus,No,3
1001,23.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,judaism,Virgo,No,4
1005,20.0,single,f,skinny,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,atheism,Capricorn,Yes,2
1008,35.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,No,2
1009,33.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Postgraduate_degree,judaism,Libra,No,2
1013,30.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Virgo,No,3
1014,27.0,seeing someone,f,jacked,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,2
1017,31.0,single,m,thin,socially,177.8,Only_Dog,Active_working,Graduate_Degree,atheism,Sagittarius,No,4
1019,42.0,seeing someone,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,No,1
1020,30.0,single,f,average,often,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aquarius,Yes,3
1021,38.0,single,m,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Aries,No,1
1025,42.0,available,m,average,socially,180.34,Likes_Boths,Active_working,High_School,agnosticism,Virgo,No,1
1028,31.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,christianity,Virgo,No,2
1031,38.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,buddhism,Virgo,No,2
1036,29.0,single,m,average,rarely,177.8,Likes_Boths,Active_working,Graduate_Degree,buddhism,Capricorn,Yes,3
1043,38.0,single,m,athletic,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,other,Scorpio,No,3
1045,35.0,single,f,average,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Aries,No,2
1046,37.0,single,f,jacked,socially,152.4,Likes_Boths,Active_working,High_School,atheism,Leo,No,2
1049,32.0,single,f,thin,often,172.72,Likes_Boths,Active_working,Postgraduate_degree,christianity,Pisces,No,3
1057,26.0,single,f,athletic,socially,160.02,Likes_Boths,Student,Postgraduate_degree,catholicism,Capricorn,No,2
1058,29.0,single,f,a_little_extra,often,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
1061,33.0,single,f,thin,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Libra,No,2
1067,25.0,single,f,thin,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,judaism,Virgo,Yes,2
1070,34.0,seeing someone,m,average,socially,177.8,Only_Dog,Active_working,Graduate_Degree,other,Scorpio,Yes,3
1079,26.0,single,m,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,catholicism,Capricorn,No,3
1084,31.0,single,f,fit,often,162.56,Likes_Boths,Active_working,Postgraduate_degree,other,Pisces,No,2
1085,26.0,single,f,average,socially,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Libra,No,2
1086,21.0,single,f,fit,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,3
1093,30.0,single,m,average,socially,170.18,Only_Cat,Student,Postgraduate_degree,other,Aries,No,3
1095,23.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,4
1096,22.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,3
1100,47.0,single,m,a_little_extra,not at all,182.88,Likes_Boths,Active_working,Postgraduate_degree,judaism,Taurus,No,1
1102,35.0,single,f,fit,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Gemini,No,2
1106,35.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,High_School,atheism,Leo,No,4
1107,24.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,3
1108,64.0,single,m,average,socially,170.18,Only_Dog,Retired,High_School,other,Sagittarius,No,0
1109,23.0,single,f,average,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,2
1116,32.0,single,m,average,rarely,193.04,Only_Dog,Active_working,Graduate_Degree,judaism,Taurus,No,4
1119,28.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Capricorn,No,4
1121,41.0,single,f,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Cancer,No,0
1122,27.0,single,m,skinny,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Cancer,No,3
1128,28.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Cancer,No,3
1129,42.0,single,f,athletic,socially,170.18,Only_Dog,Active_working,Postgraduate_degree,christianity,Gemini,No,0
1131,27.0,single,f,curvy,socially,157.48,Only_Dog,Active_working,Graduate_Degree,islam,Scorpio,No,2
1133,24.0,single,f,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,buddhism,Pisces,No,2
1134,24.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,No,2
1136,40.0,single,m,average,socially,177.8,Only_Dog,Active_working,Postgraduate_degree,atheism,Scorpio,No,1
1140,31.0,single,m,fit,rarely,175.26,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Pisces,No,3
1144,38.0,single,m,average,socially,172.72,Likes_Boths,Active_working,High_School,atheism,Capricorn,No,3
1145,44.0,single,m,average,not at all,180.34,Likes_Boths,Active_working,Postgraduate_degree,other,Cancer,No,1
1146,31.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,atheism,Aries,No,4
1147,49.0,single,f,average,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,judaism,Leo,No,0
1151,37.0,single,m,fit,often,172.72,Likes_Boths,Active_working,Postgraduate_degree,atheism,Sagittarius,No,1
1153,18.0,single,m,average,socially,180.34,Likes_Boths,Student,Graduate_Degree,agnosticism,Leo,Yes,3
1157,21.0,single,m,average,rarely,180.34,Likes_Boths,Student,Graduate_Degree,agnosticism,Gemini,No,3
1158,28.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,4
1165,63.0,single,m,average,rarely,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Leo,No,1
1166,25.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,buddhism,Leo,No,3
1169,29.0,single,f,fit,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,catholicism,Scorpio,Yes,2
1171,24.0,single,m,full_figured,rarely,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,4
1172,30.0,single,m,athletic,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,christianity,Sagittarius,No,3
1175,40.0,single,m,thin,socially,180.34,Only_Cat,Active_working,Postgraduate_degree,atheism,Taurus,No,1
1177,25.0,available,f,thin,rarely,177.8,Only_Cat,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
1179,26.0,single,m,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,buddhism,Aries,Yes,3
1180,27.0,single,m,athletic,socially,190.5,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,4
1183,25.0,single,f,fit,socially,157.48,Only_Dog,Active_working,Graduate_Degree,atheism,Libra,No,2
1184,34.0,single,f,a_little_extra,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,2
